targetId,strataId,cohortId,cohortType,name
107,287,107002871,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Diabetes 2
108,287,108002871,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Diabetes 2
109,287,109002871,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Diabetes 2
110,287,110002871,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Diabetes 2
111,287,111002871,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Diabetes 2
112,287,112002871,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Diabetes 2
113,287,113002871,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Diabetes 2
114,287,114002871,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Diabetes 2
115,287,115002871,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Diabetes 2
116,287,116002871,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Diabetes 2
117,287,117002871,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Diabetes 2
118,287,118002871,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Diabetes 2
101,288,101002881,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
102,288,102002881,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
103,288,103002881,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
104,288,104002881,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
105,288,105002881,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
106,288,106002881,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
107,288,107002881,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
108,288,108002881,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
109,288,109002881,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
110,288,110002881,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
111,288,111002881,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
112,288,112002881,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
113,288,113002881,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
114,288,114002881,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
115,288,115002881,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
116,288,116002881,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
117,288,117002881,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
118,288,118002881,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Venous thromboembolic (pulmonary embolism and deep vein thrombosis)
101,289,101002891,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Anxiety
102,289,102002891,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Anxiety
103,289,103002891,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Anxiety
104,289,104002891,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Anxiety
105,289,105002891,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Anxiety
106,289,106002891,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Anxiety
107,289,107002891,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Anxiety
108,289,108002891,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Anxiety
109,289,109002891,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Anxiety
110,289,110002891,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Anxiety
111,289,111002891,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Anxiety
112,289,112002891,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Anxiety
113,289,113002891,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Anxiety
114,289,114002891,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Anxiety
115,289,115002891,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Anxiety
116,289,116002891,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Anxiety
117,289,117002891,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Anxiety
118,289,118002891,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Anxiety
101,310,101003101,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Fatique or malaise
102,310,102003101,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Fatique or malaise
103,310,103003101,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Fatique or malaise
104,310,104003101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Fatique or malaise
105,310,105003101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Fatique or malaise
106,310,106003101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Fatique or malaise
107,310,107003101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Fatique or malaise
108,310,108003101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Fatique or malaise
109,310,109003101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Fatique or malaise
110,310,110003101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Fatique or malaise
111,310,111003101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Fatique or malaise
112,310,112003101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Fatique or malaise
113,310,113003101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Fatique or malaise
114,310,114003101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Fatique or malaise
115,310,115003101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Fatique or malaise
116,310,116003101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Fatique or malaise
117,310,117003101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Fatique or malaise
118,310,118003101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Fatique or malaise
101,403,101004031,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Osteopenia and Osteoporosis
102,403,102004031,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Osteopenia and Osteoporosis
103,403,103004031,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Osteopenia and Osteoporosis
104,403,104004031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Osteopenia and Osteoporosis
105,403,105004031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Osteopenia and Osteoporosis
106,403,106004031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Osteopenia and Osteoporosis
107,403,107004031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Osteopenia and Osteoporosis
108,403,108004031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Osteopenia and Osteoporosis
109,403,109004031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Osteopenia and Osteoporosis
110,403,110004031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Osteopenia and Osteoporosis
111,403,111004031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Osteopenia and Osteoporosis
112,403,112004031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Osteopenia and Osteoporosis
113,403,113004031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Osteopenia and Osteoporosis
114,403,114004031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Osteopenia and Osteoporosis
115,403,115004031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Osteopenia and Osteoporosis
116,403,116004031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Osteopenia and Osteoporosis
117,403,117004031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Osteopenia and Osteoporosis
118,403,118004031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Osteopenia and Osteoporosis
101,407,101004071,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Anemia
102,407,102004071,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Anemia
103,407,103004071,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Anemia
104,407,104004071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Anemia
105,407,105004071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Anemia
106,407,106004071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Anemia
107,407,107004071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Anemia
108,407,108004071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Anemia
109,407,109004071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Anemia
110,407,110004071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Anemia
111,407,111004071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Anemia
112,407,112004071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Anemia
113,407,113004071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Anemia
114,407,114004071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Anemia
115,407,115004071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Anemia
116,407,116004071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Anemia
117,407,117004071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Anemia
118,407,118004071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Anemia
101,422,101004221,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Performance Status ECOG=1
102,422,102004221,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Performance Status ECOG=1
103,422,103004221,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Performance Status ECOG=1
104,422,104004221,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Performance Status ECOG=1
105,422,105004221,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Performance Status ECOG=1
106,422,106004221,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Performance Status ECOG=1
107,422,107004221,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Performance Status ECOG=1
108,422,108004221,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Performance Status ECOG=1
109,422,109004221,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Performance Status ECOG=1
110,422,110004221,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Performance Status ECOG=1
111,422,111004221,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Performance Status ECOG=1
112,422,112004221,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Performance Status ECOG=1
113,422,113004221,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Performance Status ECOG=1
114,422,114004221,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Performance Status ECOG=1
115,422,115004221,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Performance Status ECOG=1
116,422,116004221,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Performance Status ECOG=1
117,422,117004221,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Performance Status ECOG=1
118,422,118004221,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Performance Status ECOG=1
101,797,101007971,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Hepatotoxicity/Liver failure
102,797,102007971,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Hepatotoxicity/Liver failure
103,797,103007971,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Hepatotoxicity/Liver failure
104,797,104007971,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Hepatotoxicity/Liver failure
105,797,105007971,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Hepatotoxicity/Liver failure
106,797,106007971,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Hepatotoxicity/Liver failure
107,797,107007971,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Hepatotoxicity/Liver failure
108,797,108007971,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Hepatotoxicity/Liver failure
109,797,109007971,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Hepatotoxicity/Liver failure
110,797,110007971,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Hepatotoxicity/Liver failure
111,797,111007971,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Hepatotoxicity/Liver failure
112,797,112007971,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Hepatotoxicity/Liver failure
113,797,113007971,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Hepatotoxicity/Liver failure
114,797,114007971,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Hepatotoxicity/Liver failure
115,797,115007971,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Hepatotoxicity/Liver failure
116,797,116007971,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Hepatotoxicity/Liver failure
117,797,117007971,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Hepatotoxicity/Liver failure
118,797,118007971,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Hepatotoxicity/Liver failure
101,808,101008081,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Dementia
102,808,102008081,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Dementia
103,808,103008081,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Dementia
104,808,104008081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Dementia
105,808,105008081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Dementia
106,808,106008081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Dementia
107,808,107008081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Dementia
108,808,108008081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Dementia
109,808,109008081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Dementia
110,808,110008081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Dementia
111,808,111008081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Dementia
112,808,112008081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Dementia
113,808,113008081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Dementia
114,808,114008081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Dementia
115,808,115008081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Dementia
116,808,116008081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Dementia
117,808,117008081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Dementia
118,808,118008081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Dementia
101,810,101008101,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Memory impairment
102,810,102008101,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Memory impairment
103,810,103008101,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Memory impairment
104,810,104008101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Memory impairment
105,810,105008101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Memory impairment
106,810,106008101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Memory impairment
107,810,107008101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Memory impairment
108,810,108008101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Memory impairment
109,810,109008101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Memory impairment
110,810,110008101,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Memory impairment
111,810,111008101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Memory impairment
112,810,112008101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Memory impairment
113,810,113008101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Memory impairment
114,810,114008101,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Memory impairment
115,810,115008101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Memory impairment
116,810,116008101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Memory impairment
117,810,117008101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Memory impairment
118,810,118008101,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Memory impairment
101,842,101008421,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Depression
102,842,102008421,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Depression
103,842,103008421,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Depression
104,842,104008421,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Depression
105,842,105008421,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Depression
106,842,106008421,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Depression
107,842,107008421,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Depression
108,842,108008421,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Depression
109,842,109008421,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Depression
110,842,110008421,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Depression
111,842,111008421,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Depression
112,842,112008421,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Depression
113,842,113008421,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Depression
114,842,114008421,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Depression
115,842,115008421,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Depression
116,842,116008421,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Depression
117,842,117008421,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Depression
118,842,118008421,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Depression
101,851,101008511,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Respiratory distress
102,851,102008511,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Respiratory distress
103,851,103008511,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Respiratory distress
104,851,104008511,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Respiratory distress
105,851,105008511,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Respiratory distress
106,851,106008511,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Respiratory distress
107,851,107008511,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Respiratory distress
108,851,108008511,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Respiratory distress
109,851,109008511,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Respiratory distress
110,851,110008511,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Respiratory distress
111,851,111008511,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Respiratory distress
112,851,112008511,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Respiratory distress
113,851,113008511,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Respiratory distress
114,851,114008511,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Respiratory distress
115,851,115008511,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Respiratory distress
116,851,116008511,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Respiratory distress
117,851,117008511,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Respiratory distress
118,851,118008511,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Respiratory distress
101,889,101008891,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Kidney failure
102,889,102008891,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Kidney failure
103,889,103008891,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Kidney failure
104,889,104008891,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Kidney failure
105,889,105008891,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Kidney failure
