cohortId,targetId,targetName,strataId,strataName,cohortType
111007972,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,797,without Hepatotoxicity/Liver failure,TwoS
112007972,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,797,without Hepatotoxicity/Liver failure,TwoS
113007972,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,797,without Hepatotoxicity/Liver failure,TwoS
114007972,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,797,without Hepatotoxicity/Liver failure,TwoS
115007972,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
116007972,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
117007972,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
118007972,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
101008082,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,808,without Dementia,TwoS
102008082,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,808,without Dementia,TwoS
103008082,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,808,without Dementia,TwoS
104008082,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,808,without Dementia,TwoS
105008082,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,808,without Dementia,TwoS
106008082,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,808,without Dementia,TwoS
107008082,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,808,without Dementia,TwoS
108008082,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,808,without Dementia,TwoS
109008082,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,808,without Dementia,TwoS
110008082,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,808,without Dementia,TwoS
111008082,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,808,without Dementia,TwoS
112008082,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,808,without Dementia,TwoS
113008082,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,808,without Dementia,TwoS
114008082,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,808,without Dementia,TwoS
115008082,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,808,without Dementia,TwoS
116008082,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,808,without Dementia,TwoS
117008082,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,808,without Dementia,TwoS
118008082,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,808,without Dementia,TwoS
101008102,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,810,without Memory impairment,TwoS
102008102,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,810,without Memory impairment,TwoS
103008102,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,810,without Memory impairment,TwoS
104008102,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,810,without Memory impairment,TwoS
105008102,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,810,without Memory impairment,TwoS
106008102,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,810,without Memory impairment,TwoS
107008102,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,810,without Memory impairment,TwoS
108008102,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,810,without Memory impairment,TwoS
109008102,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,810,without Memory impairment,TwoS
110008102,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,810,without Memory impairment,TwoS
111008102,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,810,without Memory impairment,TwoS
112008102,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,810,without Memory impairment,TwoS
113008102,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,810,without Memory impairment,TwoS
114008102,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,810,without Memory impairment,TwoS
115008102,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,810,without Memory impairment,TwoS
116008102,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,810,without Memory impairment,TwoS
117008102,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,810,without Memory impairment,TwoS
118008102,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,810,without Memory impairment,TwoS
101008422,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,842,without Depression,TwoS
102008422,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,842,without Depression,TwoS
103008422,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,842,without Depression,TwoS
104008422,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,842,without Depression,TwoS
105008422,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,842,without Depression,TwoS
106008422,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,842,without Depression,TwoS
107008422,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,842,without Depression,TwoS
108008422,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,842,without Depression,TwoS
109008422,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,842,without Depression,TwoS
110008422,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,842,without Depression,TwoS
111008422,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,842,without Depression,TwoS
112008422,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,842,without Depression,TwoS
113008422,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,842,without Depression,TwoS
114008422,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,842,without Depression,TwoS
115008422,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,842,without Depression,TwoS
116008422,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,842,without Depression,TwoS
117008422,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,842,without Depression,TwoS
118008422,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,842,without Depression,TwoS
101008512,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,851,without Respiratory distress,TwoS
102008512,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,851,without Respiratory distress,TwoS
103008512,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,851,without Respiratory distress,TwoS
104008512,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,851,without Respiratory distress,TwoS
105008512,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,851,without Respiratory distress,TwoS
106008512,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,851,without Respiratory distress,TwoS
107008512,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,851,without Respiratory distress,TwoS
108008512,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,851,without Respiratory distress,TwoS
109008512,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,851,without Respiratory distress,TwoS
110008512,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,851,without Respiratory distress,TwoS
111008512,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,851,without Respiratory distress,TwoS
112008512,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,851,without Respiratory distress,TwoS
113008512,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,851,without Respiratory distress,TwoS
114008512,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,851,without Respiratory distress,TwoS
115008512,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,851,without Respiratory distress,TwoS
116008512,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,851,without Respiratory distress,TwoS
117008512,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,851,without Respiratory distress,TwoS
118008512,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,851,without Respiratory distress,TwoS
101008892,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,889,without Kidney failure,TwoS
102008892,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,889,without Kidney failure,TwoS
103008892,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,889,without Kidney failure,TwoS
104008892,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,889,without Kidney failure,TwoS
105008892,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,889,without Kidney failure,TwoS
106008892,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,889,without Kidney failure,TwoS
107008892,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,889,without Kidney failure,TwoS
108008892,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,889,without Kidney failure,TwoS
109008892,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,889,without Kidney failure,TwoS
110008892,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,889,without Kidney failure,TwoS
111008892,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,889,without Kidney failure,TwoS
112008892,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,889,without Kidney failure,TwoS
113008892,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,889,without Kidney failure,TwoS
114008892,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,889,without Kidney failure,TwoS
115008892,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,889,without Kidney failure,TwoS
116008892,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,889,without Kidney failure,TwoS
117008892,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,889,without Kidney failure,TwoS
118008892,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,889,without Kidney failure,TwoS
101009842,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,984,without BMI above 30,TwoS
102009842,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,984,without BMI above 30,TwoS
103009842,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,984,without BMI above 30,TwoS
104009842,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,984,without BMI above 30,TwoS
105009842,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,984,without BMI above 30,TwoS
106009842,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,984,without BMI above 30,TwoS
107009842,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,984,without BMI above 30,TwoS
108009842,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,984,without BMI above 30,TwoS
109009842,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,984,without BMI above 30,TwoS
110009842,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,984,without BMI above 30,TwoS
111009842,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,984,without BMI above 30,TwoS
112009842,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,984,without BMI above 30,TwoS
113009842,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,984,without BMI above 30,TwoS
114009842,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,984,without BMI above 30,TwoS
115009842,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,984,without BMI above 30,TwoS
116009842,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,984,without BMI above 30,TwoS
117009842,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,984,without BMI above 30,TwoS
118009842,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,984,without BMI above 30,TwoS
101009852,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
102009852,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
103009852,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
104009852,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
105009852,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
106009852,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
107009852,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
108009852,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
109009852,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
110009852,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
111009852,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
112009852,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
113009852,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
114009852,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
115009852,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
116009852,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
117009852,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
118009852,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,985,without Charlson Comorbidity Index (cut off 0),TwoS
101009862,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
102009862,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
103009862,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
104009862,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
105009862,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
106009862,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
107009862,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
108009862,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
109009862,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
110009862,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
111009862,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
112009862,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
113009862,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
114009862,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
115009862,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
116009862,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
117009862,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
118009862,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,986,without Charlson Comorbidity Index (cut off 1),TwoS
101009872,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
102009872,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
103009872,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
104009872,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
105009872,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
106009872,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
107009872,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
108009872,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
109009872,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
110009872,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
111009872,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
112009872,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
113009872,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
114009872,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
115009872,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
116009872,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
117009872,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
118009872,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,987,without Charlson Comorbidity Index (cut off >=2),TwoS
101009992,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,999,without Psychological distress,TwoS
102009992,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,999,without Psychological distress,TwoS
103009992,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,999,without Psychological distress,TwoS
104009992,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,999,without Psychological distress,TwoS
105009992,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,999,without Psychological distress,TwoS
106009992,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,999,without Psychological distress,TwoS
107009992,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,999,without Psychological distress,TwoS
108009992,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,999,without Psychological distress,TwoS
109009992,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,999,without Psychological distress,TwoS
110009992,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,999,without Psychological distress,TwoS
111009992,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,999,without Psychological distress,TwoS
112009992,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,999,without Psychological distress,TwoS
113009992,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,999,without Psychological distress,TwoS
114009992,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,999,without Psychological distress,TwoS
115009992,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,999,without Psychological distress,TwoS
116009992,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,999,without Psychological distress,TwoS
117009992,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,999,without Psychological distress,TwoS
118009992,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,999,without Psychological distress,TwoS
101000011,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,1,with Age < 60,TwS
102000011,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,1,with Age < 60,TwS
103000011,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,1,with Age < 60,TwS
104000011,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,1,with Age < 60,TwS
105000011,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,1,with Age < 60,TwS
106000011,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,1,with Age < 60,TwS
107000011,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,1,with Age < 60,TwS
108000011,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,1,with Age < 60,TwS
109000011,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,1,with Age < 60,TwS
110000011,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,1,with Age < 60,TwS
111000011,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,1,with Age < 60,TwS
112000011,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,1,with Age < 60,TwS
113000011,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,1,with Age < 60,TwS
114000011,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,1,with Age < 60,TwS
115000011,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,1,with Age < 60,TwS
116000011,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,1,with Age < 60,TwS
117000011,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,1,with Age < 60,TwS
118000011,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,1,with Age < 60,TwS
101000021,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,2,with Age 60 - 69,TwS
102000021,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,2,with Age 60 - 69,TwS
103000021,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,2,with Age 60 - 69,TwS
